ID da Transacao,Item,Quantidade,Valor Unitario,Total do Pedido,Forma de Pagamento,Local,Data da Transacao
TXN_1259340,Hamburguer,3,,,Pix,,2023-02-24
TXN_3893480,Batata,3,10.0,30.0,,,2023-12-24
TXN_2614271,UNKNOWN,2,16.0,32.0,Pix,ERROR,2023-08-03
TXN_8295765,PastelSalgado,4,13.5,54.0,,Viagem,2023-04-05
TXN_1324760,Hamburguer,4,1.5,6.0,Dinheiro,NoLocal,2023-01-18
TXN_8292441,DogCompleto,1,15.0,15.0,Dinheiro,Viagem,2023-09-15
TXN_6663486,PastelDoce,3,12.0,36.0,,,2023-11-02
TXN_9423451,PastelDoce,1,,12.0,,,2023-10-22
TXN_3792125,DogCompleto,5,15.0,75.0,Credito,NoLocal,2023-08-25
TXN_7021504,Batata,2,10.0,20.0,UNKNOWN,NoLocal,2023-05-31
TXN_8608811,PastelSalgado,5,UNKNOWN,ERROR,Credito,Viagem,2023-01-05
TXN_4844386,,5,,15.0,Credito,NoLocal,2023-10-28
TXN_4368729,PastelDoce,3,12.0,36.0,Pix,NoLocal,2023-06-11
TXN_5072156,Hamburguer,3,1.5,4.5,Pix,Viagem,2023-07-24
TXN_5763520,ERROR,1,ERROR,UNKNOWN,ERROR,,2023-01-17
TXN_4877933,Suco,5,9.0,45.0,Pix,NoLocal,2023-01-12
TXN_8854384,Suco,5,9.0,45.0,Dinheiro,Viagem,2023-08-12
TXN_3308378,Batata,4,10.0,40.0,Pix,,2023-04-28
TXN_4355766,Batata,5,10.0,,Pix,,2023-11-07
TXN_5644235,DogCompleto,4,15.0,60.0,Dinheiro,NoLocal,2023-03-25
TXN_5331285,DogSimples,3,12.0,36.0,Pix,,2023-03-12
TXN_7620397,Batata,4,10.0,40.0,ERROR,,2023-12-24
TXN_1214868,Suco,4,,36.0,Dinheiro,NoLocal,2023-07-30
TXN_5117595,Refrigerante,4,8.0,32.0,Dinheiro,NoLocal,2023-02-05
TXN_9708144,Refrigerante,3,8.0,24.0,Dinheiro,ERROR,2023-04-18
TXN_8266689,,5,,15.0,Dinheiro,NoLocal,2023-12-03
TXN_3589166,Hamburguer,1,1.5,1.5,,,2023-02-02
TXN_3943672,DogSimples,4,12.0,48.0,Credito,,2023-10-21
TXN_8988279,Refrigerante,2,8.0,16.0,,NoLocal,2023-08-08
TXN_4269933,Refrigerante,2,8.0,16.0,,Viagem,2023-03-28
TXN_2234460,Hamburguer,2,1.5,3.0,,Viagem,2023-08-15
TXN_4356564,PastelDoce,2,12.0,24.0,Credito,Viagem,2023-10-05
TXN_2223047,UNKNOWN,2,10.0,20.0,,Viagem,2023-06-14
TXN_9469735,PastelSalgado,1,13.5,13.5,ERROR,NoLocal,2023-12-31
TXN_6762250,Batata,2,10.0,20.0,Pix,Viagem,2023-06-17
TXN_8553273,Suco,5,9.0,45.0,Dinheiro,NoLocal,2023-01-15
TXN_8713971,Hamburguer,1,1.5,1.5,Dinheiro,,2023-08-26
TXN_4076575,Refrigerante,3,8.0,24.0,,Viagem,2023-01-18
TXN_2432379,PastelDoce,1,12.0,12.0,Credito,NoLocal,2023-10-24
TXN_3187634,UNKNOWN,5,8.0,40.0,Pix,Viagem,2023-09-01
TXN_1961943,Refrigerante,UNKNOWN,8.0,24.0,Pix,NoLocal,2023-11-05
TXN_5908104,DogSimples,2,12.0,24.0,Credito,,2023-05-12
TXN_1355212,PastelDoce,2,12.0,24.0,,,2023-05-25
TXN_2155393,Suco,2,9.0,18.0,Pix,NoLocal,2023-07-12
TXN_3485938,UNKNOWN,4,30.0,120.0,Dinheiro,Viagem,2023-05-28
TXN_9449037,PastelDoce,4,12.0,48.0,,Viagem,2023-04-30
TXN_3114654,Suco,3,ERROR,UNKNOWN,,NoLocal,2023-12-01
TXN_5837801,DogCompleto,1,15.0,,Credito,NoLocal,2023-01-25
TXN_1336470,Hamburguer,1,1.5,1.5,Dinheiro,,2023-12-22
TXN_2544724,PastelSalgado,5,13.5,67.5,Pix,Viagem,2023-12-28
TXN_1035504,Refrigerante,2,8.0,16.0,Pix,Viagem,2023-03-30
TXN_2576799,Suco,1,9.0,9.0,Dinheiro,,2023-03-12
TXN_4659155,Suco,1,9.0,9.0,UNKNOWN,,2023-04-13
TXN_9781961,PastelDoce,1,12.0,12.0,Credito,NoLocal,2023-12-01
TXN_5313347,Batata,2,10.0,20.0,Pix,Viagem,2023-12-10
TXN_7926510,DogCompleto,4,15.0,60.0,Dinheiro,,2023-10-03
TXN_3477975,DogSimples,ERROR,12.0,48.0,,,2023-02-26
TXN_6736084,Suco,1,UNKNOWN,UNKNOWN,,Viagem,2023-04-19
TXN_5573731,DogSimples,4,12.0,48.0,Dinheiro,,2023-01-15
TXN_2760327,DogCompleto,1,15.0,15.0,ERROR,Viagem,2023-02-16
TXN_5540067,Hamburguer,4,1.5,6.0,,ERROR,2023-08-24
TXN_7585599,PastelSalgado,1,13.5,13.5,Credito,,2023-01-12
TXN_6333241,PastelDoce,ERROR,12.0,24.0,Pix,,2023-09-15
TXN_1635631,Batata,4,10.0,40.0,Credito,,2023-07-04
TXN_8907996,DogSimples,4,12.0,48.0,Dinheiro,NoLocal,2023-02-19
TXN_3206049,PastelDoce,4,12.0,48.0,,,2023-03-27
TXN_4620647,PastelDoce,1,12.0,12.0,Pix,UNKNOWN,2023-07-15
TXN_5348915,Suco,1,9.0,9.0,Pix,Viagem,2023-07-09
TXN_4036214,PastelSalgado,2,,27.0,Credito,UNKNOWN,2023-10-17
TXN_6323914,Suco,1,9.0,9.0,Credito,NoLocal,2023-03-19
TXN_7804128,DogSimples,5,12.0,60.0,Pix,NoLocal,2023-02-12
TXN_6228313,ERROR,4,9.0,36.0,,,2023-01-24
TXN_2930752,PastelSalgado,2,13.5,27.0,Credito,,2023-03-04
TXN_3477101,Batata,4,10.0,40.0,,Viagem,2023-05-02
TXN_2210265,Suco,2,9.0,18.0,Credito,Viagem,2023-06-14
TXN_5534515,Refrigerante,1,8.0,8.0,Credito,Viagem,2023-02-09
TXN_9561380,DogSimples,1,12.0,12.0,Pix,Viagem,2023-08-11
TXN_3038078,Batata,1,10.0,10.0,Credito,Viagem,2023-04-06
TXN_5652473,Refrigerante,4,8.0,32.0,,,2023-03-19
TXN_5222822,DogCompleto,1,15.0,15.0,,NoLocal,2023-11-20
TXN_6238191,Refrigerante,4,8.0,32.0,ERROR,NoLocal,2023-10-27
TXN_1244593,DogCompleto,5,15.0,75.0,,NoLocal,2023-04-11
TXN_9749175,PastelSalgado,1,13.5,13.5,Credito,NoLocal,2023-09-07
TXN_4502314,Batata,3,10.0,30.0,Credito,,2023-06-02
TXN_5476846,Hamburguer,4,1.5,6.0,Credito,Viagem,
TXN_3703964,DogSimples,2,UNKNOWN,ERROR,Credito,Viagem,2023-09-23
TXN_1554195,Refrigerante,2,8.0,16.0,Pix,,2023-10-22
TXN_1025152,Batata,4,10.0,40.0,,,2023-08-19
TXN_3429942,Refrigerante,3,8.0,,Pix,NoLocal,2023-04-24
TXN_2134660,UNKNOWN,5,15.0,75.0,Credito,NoLocal,2023-11-08
TXN_8944175,DogCompleto,3,15.0,45.0,Pix,,2023-11-30
TXN_4680399,Suco,5,9.0,45.0,Pix,,2023-04-07
TXN_5328065,PastelSalgado,5,13.5,67.5,Dinheiro,,2023-09-18
TXN_9202496,PastelSalgado,5,13.5,67.5,Credito,NoLocal,2023-07-19
TXN_2914953,PastelSalgado,2,13.5,27.0,Dinheiro,NoLocal,2023-07-25
TXN_6068148,PastelSalgado,3,13.5,40.5,ERROR,NoLocal,2023-08-11
TXN_1216051,PastelSalgado,4,13.5,54.0,Pix,Viagem,2023-10-28
TXN_3943327,Suco,1,9.0,9.0,,,2023-05-20
TXN_5268025,Batata,5,ERROR,UNKNOWN,Pix,NoLocal,2023-05-19
TXN_9952441,Refrigerante,1,8.0,,Dinheiro,NoLocal,2023-09-05
TXN_7354271,Batata,4,10.0,40.0,UNKNOWN,NoLocal,2023-04-12
TXN_3358494,PastelDoce,5,12.0,60.0,Pix,Viagem,2023-06-22
TXN_2966507,Batata,3,10.0,30.0,ERROR,NoLocal,2023-04-25
TXN_9752586,Hamburguer,2,1.5,3.0,Pix,,2023-06-14
TXN_1324968,Batata,3,UNKNOWN,ERROR,Credito,NoLocal,2023-01-05
TXN_8424417,Refrigerante,2,,16.0,,Viagem,2023-10-21
TXN_3985920,DogCompleto,5,15.0,75.0,Pix,NoLocal,2023-03-29
TXN_7335526,DogSimples,4,12.0,48.0,Dinheiro,NoLocal,2023-06-03
TXN_5989987,Refrigerante,4,8.0,32.0,Dinheiro,,2023-08-02
TXN_8132632,Hamburguer,3,1.5,4.5,,UNKNOWN,2023-07-26
TXN_2408294,DogSimples,4,12.0,48.0,Pix,NoLocal,2023-12-26
TXN_7380756,DogCompleto,1,15.0,15.0,Pix,Viagem,2023-10-16
TXN_1145888,PastelDoce,4,12.0,48.0,,,2023-01-26
TXN_3845754,Hamburguer,4,1.5,6.0,,Viagem,2023-11-25
TXN_1315214,Hamburguer,2,1.5,3.0,Pix,NoLocal,2023-11-03
TXN_7602467,Batata,1,10.0,10.0,Credito,Viagem,2023-10-17
TXN_1672708,DogCompleto,4,15.0,60.0,,,2023-04-04
TXN_4979250,Hamburguer,3,1.5,4.5,Dinheiro,NoLocal,2023-11-01
TXN_2809397,DogCompleto,2,15.0,30.0,Pix,Viagem,2023-09-13
TXN_8752130,Suco,2,9.0,18.0,Credito,Viagem,2023-10-23
TXN_7326075,Batata,1,,10.0,Dinheiro,,2023-06-12
TXN_9134257,PastelDoce,,12.0,36.0,Pix,Viagem,2023-05-19
TXN_9944832,PastelDoce,3,12.0,36.0,,,2023-12-25
TXN_8329302,Suco,UNKNOWN,9.0,27.0,,Viagem,
TXN_9639317,PastelSalgado,3,13.5,40.5,Dinheiro,,2023-12-28
TXN_7707761,Hamburguer,3,1.5,4.5,Credito,,2023-03-08
TXN_3177517,ERROR,1,7.5,7.5,Credito,NoLocal,2023-02-22
TXN_5353855,,3,4.0,12.0,Credito,Viagem,2023-12-24
TXN_3106811,Suco,3,9.0,27.0,Dinheiro,Viagem,2023-09-27
TXN_3475342,Suco,3,9.0,27.0,,NoLocal,2023-04-24
TXN_8017663,PastelDoce,2,12.0,24.0,,,2023-05-18
TXN_6309965,PastelSalgado,5,13.5,67.5,Pix,Viagem,2023-06-14
TXN_7146871,PastelDoce,,12.0,24.0,,,2023-09-20
TXN_2661443,Suco,2,9.0,18.0,Credito,,2023-06-30
TXN_6954434,Suco,3,,27.0,Dinheiro,Viagem,2023-02-23
TXN_3578712,Hamburguer,5,,7.5,Credito,,2023-08-15
TXN_6131350,DogSimples,2,,24.0,Credito,,2023-09-28
TXN_9207050,Batata,5,10.0,50.0,Pix,NoLocal,2023-07-21
TXN_5351656,Hamburguer,1,1.5,1.5,,Viagem,2023-03-02
TXN_8905718,Hamburguer,5,1.5,7.5,,NoLocal,2023-09-07
TXN_1938148,PastelSalgado,2,13.5,27.0,Credito,Viagem,2023-06-07
TXN_2024598,DogSimples,1,12.0,12.0,Pix,NoLocal,2023-01-01
TXN_7145872,DogCompleto,5,15.0,75.0,Pix,Viagem,2023-04-15
TXN_8140560,PastelSalgado,5,13.5,67.5,ERROR,Viagem,2023-06-29
TXN_6591756,Batata,5,10.0,50.0,,,2023-03-09
TXN_9004306,PastelDoce,4,12.0,48.0,Credito,NoLocal,2023-05-26
TXN_7899686,UNKNOWN,1,20.0,20.0,Pix,Viagem,2023-09-09
TXN_7092761,DogCompleto,4,15.0,60.0,UNKNOWN,,2023-05-11
TXN_6360436,PastelSalgado,2,13.5,27.0,Pix,Viagem,2023-09-13
TXN_3295247,PastelDoce,5,12.0,60.0,Pix,,2023-08-25
TXN_5822344,DogSimples,5,12.0,60.0,Dinheiro,NoLocal,2023-09-27
TXN_4266069,PastelDoce,1,12.0,12.0,,,2023-12-25
TXN_9470768,Refrigerante,5,8.0,40.0,Credito,,2023-09-27
TXN_1540181,Hamburguer,3,1.5,4.5,,Viagem,2023-08-17
TXN_6688020,DogCompleto,5,15.0,75.0,UNKNOWN,,2023-09-05
TXN_4181147,PastelDoce,4,12.0,48.0,,Viagem,2023-02-18
TXN_7211792,Hamburguer,3,1.5,4.5,ERROR,Viagem,2023-11-27
TXN_6568978,PastelSalgado,3,13.5,40.5,Pix,,2023-03-12
TXN_6670607,Suco,5,9.0,,,Viagem,2023-01-06
TXN_9773606,Hamburguer,2,1.5,3.0,Dinheiro,Viagem,2023-12-04
TXN_9762035,Refrigerante,1,8.0,8.0,Dinheiro,Viagem,2023-08-21
TXN_4493661,DogSimples,1,12.0,12.0,Dinheiro,,2023-07-08
TXN_4617139,Suco,4,,36.0,,,2023-04-12
TXN_5339625,Refrigerante,5,8.0,40.0,Pix,ERROR,2023-06-29
TXN_9657636,PastelSalgado,1,13.5,13.5,Dinheiro,Viagem,2023-07-08
TXN_1375992,PastelDoce,5,12.0,60.0,Credito,NoLocal,2023-03-23
TXN_2077318,Suco,2,9.0,18.0,Pix,NoLocal,2023-08-24
TXN_8232653,DogCompleto,5,15.0,75.0,Dinheiro,,2023-04-21
TXN_4624436,DogSimples,1,12.0,12.0,,,2023-05-22
TXN_6158865,Batata,1,10.0,10.0,Pix,,2023-11-27
TXN_6148337,Batata,2,10.0,20.0,,NoLocal,2023-09-27
TXN_9096951,Refrigerante,3,8.0,24.0,Dinheiro,Viagem,2023-06-28
TXN_7080148,PastelSalgado,3,13.5,40.5,,,2023-12-30
TXN_4275169,DogCompleto,1,15.0,15.0,,Viagem,2023-06-27
TXN_9005396,Suco,4,9.0,36.0,Dinheiro,,2023-08-10
TXN_2466036,PastelDoce,5,12.0,60.0,,Viagem,2023-08-31
TXN_1533790,PastelSalgado,,13.5,54.0,Pix,Viagem,2023-07-21
TXN_7090165,DogSimples,5,12.0,60.0,Pix,NoLocal,2023-08-30
TXN_9533792,Batata,3,10.0,30.0,Pix,NoLocal,2023-09-01
TXN_4995910,PastelSalgado,5,13.5,,ERROR,,2023-03-10
TXN_9174916,PastelDoce,3,12.0,36.0,Credito,,2023-06-21
TXN_8121601,Suco,4,9.0,,ERROR,NoLocal,2023-07-02
TXN_5882077,DogSimples,3,12.0,36.0,,Viagem,2023-03-10
TXN_3163681,DogSimples,2,12.0,24.0,,,2023-05-11
TXN_2849719,PastelDoce,5,12.0,60.0,Pix,Viagem,2023-06-23
TXN_9623460,DogSimples,3,12.0,36.0,Pix,NoLocal,2023-01-17
TXN_3359704,DogCompleto,3,15.0,45.0,Pix,NoLocal,2023-07-23
TXN_7093219,Refrigerante,4,UNKNOWN,ERROR,Credito,,2023-06-06
TXN_2444408,DogSimples,2,12.0,24.0,Pix,NoLocal,2023-05-11
TXN_2475111,Batata,3,10.0,30.0,,Viagem,2023-03-31
TXN_3296152,DogCompleto,3,15.0,45.0,Credito,NoLocal,2023-10-20
TXN_5157855,DogCompleto,1,15.0,15.0,Pix,,2023-08-18
TXN_2887411,Refrigerante,2,8.0,16.0,Dinheiro,NoLocal,2023-01-16
TXN_7543369,Hamburguer,5,1.5,7.5,Pix,Viagem,2023-11-18
TXN_9561441,Hamburguer,5,1.5,7.5,Dinheiro,NoLocal,2023-11-11
TXN_5595584,Refrigerante,2,8.0,16.0,ERROR,NoLocal,2023-10-19
TXN_1158197,PastelDoce,2,12.0,24.0,,Viagem,2023-05-21
TXN_3633955,DogSimples,4,12.0,48.0,Dinheiro,NoLocal,2023-09-20
TXN_2761949,DogCompleto,3,15.0,45.0,Credito,NoLocal,2023-10-01
TXN_4967355,DogSimples,2,12.0,24.0,,NoLocal,2023-04-25
TXN_8062897,Refrigerante,2,8.0,16.0,Pix,Viagem,2023-10-02
TXN_4831426,Suco,4,9.0,36.0,Credito,,2023-02-27
TXN_3995843,UNKNOWN,3,UNKNOWN,ERROR,,NoLocal,2023-12-31
TXN_4284492,Suco,3,9.0,27.0,,Viagem,2023-05-30
TXN_9942634,Hamburguer,5,1.5,7.5,,Viagem,2023-01-17
TXN_7104682,Batata,5,10.0,50.0,,Viagem,2023-08-31
TXN_5745955,Refrigerante,4,8.0,32.0,Credito,,UNKNOWN
TXN_6866209,Refrigerante,5,8.0,40.0,Pix,NoLocal,2023-05-20
TXN_7573801,PastelSalgado,2,13.5,27.0,ERROR,NoLocal,2023-12-14
TXN_9681880,PastelDoce,3,12.0,36.0,Dinheiro,NoLocal,2023-03-21
TXN_2559288,DogCompleto,4,15.0,60.0,Credito,,2023-12-27
TXN_9188692,PastelSalgado,ERROR,13.5,,Credito,,2023-12-01
TXN_2936975,Hamburguer,1,ERROR,UNKNOWN,Pix,Viagem,2023-10-05
TXN_5027125,DogCompleto,3,15.0,45.0,Dinheiro,NoLocal,2023-07-06
TXN_7433758,Batata,1,10.0,10.0,Dinheiro,,2023-06-09
TXN_2092288,PastelDoce,1,12.0,12.0,Credito,Viagem,2023-03-30
TXN_5701303,PastelDoce,1,12.0,12.0,Pix,Viagem,2023-09-08
TXN_7323833,ERROR,3,16.0,,Credito,,2023-04-09
TXN_5161371,PastelSalgado,2,13.5,27.0,Credito,NoLocal,2023-01-17
TXN_6228918,PastelSalgado,1,13.5,13.5,Pix,NoLocal,UNKNOWN
TXN_1132566,PastelSalgado,3,13.5,40.5,Dinheiro,,2023-02-27
TXN_3713527,Batata,4,10.0,40.0,ERROR,Viagem,2023-03-08
TXN_1719440,Batata,5,10.0,50.0,Pix,Viagem,2023-07-13
TXN_6273703,Hamburguer,2,1.5,3.0,Credito,,2023-12-24
TXN_2050017,DogSimples,4,12.0,48.0,,Viagem,2023-03-24
TXN_6797827,DogSimples,1,12.0,12.0,Credito,,2023-06-16
TXN_6885626,PastelSalgado,5,13.5,67.5,UNKNOWN,NoLocal,2023-08-06
TXN_3729074,DogCompleto,3,15.0,45.0,Credito,NoLocal,2023-04-15
TXN_7418962,Refrigerante,4,8.0,32.0,Dinheiro,,2023-03-07
TXN_7217537,DogCompleto,3,15.0,45.0,Dinheiro,NoLocal,2023-12-19
TXN_7904970,Hamburguer,ERROR,1.5,3.0,Credito,Viagem,2023-05-23
TXN_8845592,DogSimples,5,UNKNOWN,UNKNOWN,Credito,NoLocal,2023-11-12
TXN_2402637,,2,4.0,8.0,,Viagem,2023-06-18
TXN_2081985,PastelDoce,2,12.0,24.0,Pix,UNKNOWN,2023-03-24
TXN_5664467,Hamburguer,4,1.5,6.0,Pix,Viagem,2023-11-06
TXN_2275523,Hamburguer,4,1.5,6.0,Pix,UNKNOWN,2023-09-02
TXN_7230977,ERROR,5,12.0,60.0,,Viagem,2023-08-24
TXN_6451747,DogCompleto,4,UNKNOWN,ERROR,Dinheiro,,2023-05-23
TXN_2680626,PastelSalgado,3,13.5,40.5,Dinheiro,NoLocal,2023-01-08
TXN_8668840,PastelSalgado,5,13.5,67.5,Pix,,2023-10-03
TXN_5390428,Suco,2,9.0,18.0,,NoLocal,2023-11-25
TXN_5009367,Suco,3,9.0,27.0,Credito,NoLocal,2023-04-19
TXN_5930921,Batata,2,10.0,20.0,Pix,Viagem,
TXN_3067854,PastelSalgado,1,13.5,13.5,Credito,,2023-07-08
TXN_6401072,Refrigerante,4,8.0,32.0,Dinheiro,Viagem,2023-07-28
TXN_6377597,Batata,1,10.0,10.0,UNKNOWN,NoLocal,
TXN_6799966,Hamburguer,4,1.5,6.0,Pix,,2023-03-03
TXN_5080934,Suco,,ERROR,UNKNOWN,Dinheiro,Viagem,2023-12-10
TXN_8684125,DogCompleto,2,15.0,30.0,Credito,NoLocal,2023-03-08
TXN_1647077,Refrigerante,2,8.0,16.0,UNKNOWN,,2023-08-19
TXN_9769782,Refrigerante,5,8.0,40.0,Dinheiro,Viagem,ERROR
TXN_8167808,PastelSalgado,3,13.5,40.5,Dinheiro,NoLocal,2023-02-03
TXN_4541998,DogSimples,UNKNOWN,12.0,12.0,,Viagem,2023-01-13
TXN_3369789,DogSimples,5,12.0,60.0,,,2023-04-15
TXN_7973461,Hamburguer,3,1.5,4.5,UNKNOWN,NoLocal,2023-04-11
TXN_7753587,PastelSalgado,1,13.5,13.5,Credito,Viagem,2023-03-28
TXN_4490958,PastelDoce,2,12.0,24.0,,,2023-03-30
TXN_8715515,ERROR,5,9.0,45.0,Credito,Viagem,2023-07-23
TXN_8242126,DogCompleto,4,ERROR,UNKNOWN,Pix,NoLocal,2023-11-20
TXN_2972659,Hamburguer,3,1.5,4.5,,,2023-12-16
TXN_5685028,PastelSalgado,5,13.5,67.5,Pix,Viagem,2023-08-12
TXN_9835620,Suco,2,9.0,,,,2023-06-09
TXN_9245124,Hamburguer,4,1.5,6.0,Pix,NoLocal,2023-04-19
TXN_8619762,Refrigerante,4,8.0,32.0,Dinheiro,Viagem,2023-08-05
TXN_5983031,Suco,3,9.0,27.0,Pix,NoLocal,2023-03-09
TXN_8730549,Refrigerante,4,8.0,32.0,,Viagem,2023-02-04
TXN_6889867,DogSimples,5,12.0,60.0,Dinheiro,,2023-03-07
TXN_9035484,PastelDoce,2,ERROR,ERROR,Dinheiro,,2023-06-29
TXN_2505327,Suco,2,9.0,,,,
TXN_9972525,PastelDoce,4,12.0,48.0,,,2023-07-31
TXN_3315026,Suco,5,9.0,45.0,Dinheiro,,2023-11-06
TXN_3613385,Batata,3,10.0,30.0,,Viagem,2023-05-26
TXN_9629541,DogSimples,5,12.0,60.0,Pix,,2023-12-18
TXN_7503640,DogCompleto,3,15.0,45.0,Pix,,2023-11-04
TXN_1135761,ERROR,3,12.0,36.0,Pix,,2023-01-30
TXN_8558404,DogCompleto,ERROR,15.0,60.0,Pix,NoLocal,2023-07-15
TXN_8430735,Suco,2,UNKNOWN,UNKNOWN,,,2023-10-25
TXN_8279865,Suco,1,,9.0,Dinheiro,,2023-07-18
TXN_5906520,DogCompleto,2,UNKNOWN,UNKNOWN,ERROR,,2023-01-31
TXN_8250427,PastelDoce,4,12.0,48.0,Credito,,2023-09-15
TXN_9928337,Suco,1,9.0,9.0,ERROR,Viagem,2023-11-05
TXN_7008306,DogCompleto,2,15.0,,UNKNOWN,,2023-04-11
TXN_5603538,Suco,3,9.0,27.0,Dinheiro,,2023-02-15
TXN_7368648,Hamburguer,1,1.5,1.5,Pix,NoLocal,2023-03-09
TXN_6220542,Suco,3,9.0,27.0,,Viagem,2023-03-24
TXN_3299535,PastelDoce,3,12.0,36.0,,Viagem,2023-11-16
TXN_1217959,Suco,2,9.0,18.0,Pix,Viagem,2023-07-28
TXN_4390633,Hamburguer,2,1.5,3.0,UNKNOWN,,2023-10-17
TXN_5052998,Suco,3,9.0,27.0,Credito,,2023-10-07
TXN_5171332,Hamburguer,5,1.5,7.5,Dinheiro,Viagem,2023-02-05
TXN_4798484,Suco,3,9.0,27.0,,NoLocal,2023-08-09
TXN_7905741,Batata,5,10.0,50.0,Credito,,2023-02-08
TXN_6369875,Hamburguer,5,1.5,7.5,Dinheiro,,2023-10-04
TXN_7840162,Batata,5,,50.0,Dinheiro,Viagem,2023-02-27
TXN_9069297,Batata,4,10.0,40.0,Credito,NoLocal,2023-01-27
TXN_5017038,DogSimples,3,12.0,36.0,,,2023-05-25
TXN_6748453,DogSimples,5,12.0,60.0,,NoLocal,2023-05-08
TXN_1678985,Suco,2,9.0,18.0,Dinheiro,NoLocal,2023-07-16
TXN_6697669,PastelSalgado,5,13.5,67.5,Dinheiro,,2023-01-03
TXN_3131555,DogSimples,2,12.0,24.0,Dinheiro,Viagem,2023-12-04
TXN_1617029,UNKNOWN,4,30.0,120.0,Dinheiro,Viagem,2023-05-15
TXN_7785297,Batata,3,10.0,30.0,Dinheiro,,2023-12-06
TXN_9432588,PastelDoce,5,ERROR,UNKNOWN,,,2023-07-26
TXN_3313000,PastelDoce,5,12.0,60.0,Credito,NoLocal,2023-01-08
TXN_3120023,Batata,3,10.0,30.0,Dinheiro,NoLocal,2023-09-30
TXN_7483257,DogSimples,2,12.0,24.0,Pix,Viagem,2023-06-05
TXN_3430842,Batata,2,10.0,20.0,Dinheiro,Viagem,2023-08-02
TXN_9622300,DogCompleto,UNKNOWN,15.0,15.0,Dinheiro,Viagem,2023-06-23
TXN_8822610,PastelSalgado,4,13.5,54.0,,Viagem,2023-08-05
TXN_8005089,DogCompleto,4,15.0,60.0,ERROR,,2023-06-10
TXN_7009420,DogSimples,5,12.0,60.0,UNKNOWN,Viagem,2023-07-07
TXN_5118667,PastelDoce,4,12.0,48.0,Dinheiro,NoLocal,2023-12-12
TXN_6533180,PastelDoce,5,12.0,60.0,,Viagem,2023-05-03
TXN_6989438,DogSimples,4,12.0,48.0,Dinheiro,Viagem,2023-12-17
TXN_3894820,DogSimples,5,12.0,60.0,Pix,Viagem,UNKNOWN
TXN_7003185,Hamburguer,2,1.5,3.0,,,2023-06-03
TXN_1139495,DogCompleto,3,15.0,45.0,Pix,,2023-02-19
TXN_1256536,DogCompleto,1,15.0,15.0,ERROR,Viagem,2023-12-16
TXN_6437055,PastelSalgado,1,13.5,13.5,UNKNOWN,,2023-10-22
TXN_6212975,,1,4.0,4.0,Credito,Viagem,2023-06-08
TXN_4223466,Suco,4,9.0,36.0,Pix,Viagem,2023-05-31
TXN_6684202,DogSimples,1,12.0,12.0,,,2023-07-31
TXN_7279066,UNKNOWN,5,15.0,75.0,Pix,Viagem,2023-09-09
TXN_5032114,DogSimples,2,12.0,24.0,,,2023-05-31
TXN_3411281,PastelSalgado,2,13.5,27.0,UNKNOWN,,2023-09-29
TXN_6608817,DogSimples,5,12.0,60.0,Credito,Viagem,2023-07-17
TXN_4258943,DogSimples,2,12.0,,Credito,NoLocal,2023-01-02
TXN_1897660,Hamburguer,3,1.5,4.5,Pix,NoLocal,UNKNOWN
TXN_9774691,PastelSalgado,3,13.5,40.5,Credito,Viagem,2023-04-11
TXN_8556230,,5,1.0,5.0,Dinheiro,NoLocal,2023-05-21
TXN_1522430,Refrigerante,3,8.0,24.0,Credito,,2023-12-06
TXN_2797077,,2,5.0,10.0,,Viagem,2023-07-04
TXN_7666909,Suco,4,9.0,36.0,Credito,Viagem,2023-08-29
TXN_9365558,DogCompleto,4,15.0,60.0,Credito,Viagem,2023-02-12
TXN_6837601,DogCompleto,1,15.0,15.0,Pix,Viagem,2023-02-05
TXN_1713983,DogCompleto,2,15.0,30.0,Dinheiro,NoLocal,2023-05-11
TXN_4674417,Batata,5,10.0,,Pix,Viagem,2023-07-03
TXN_4641838,Batata,5,10.0,50.0,Credito,,2023-04-30
TXN_9315119,DogCompleto,2,15.0,30.0,,Viagem,2023-06-16
TXN_2552405,Suco,5,9.0,45.0,Credito,,2023-06-22
TXN_3465980,Batata,4,10.0,40.0,Dinheiro,Viagem,2023-07-08
TXN_4220189,Hamburguer,1,1.5,1.5,,Viagem,2023-08-16
TXN_7343905,PastelSalgado,1,13.5,13.5,Pix,NoLocal,2023-01-17
TXN_9813938,DogSimples,5,12.0,60.0,Dinheiro,,2023-06-30
TXN_6129460,Suco,5,9.0,45.0,Dinheiro,UNKNOWN,2023-11-19
TXN_9470590,DogCompleto,1,15.0,15.0,Credito,Viagem,2023-04-11
TXN_7212607,PastelDoce,3,UNKNOWN,ERROR,Pix,NoLocal,2023-08-06
TXN_8384628,DogCompleto,3,15.0,45.0,Credito,Viagem,2023-08-22
TXN_4200340,PastelSalgado,5,13.5,67.5,Dinheiro,Viagem,2023-07-06
TXN_9349052,,4,3.0,12.0,Dinheiro,,2023-10-31
TXN_9749434,PastelSalgado,5,UNKNOWN,UNKNOWN,Credito,Viagem,ERROR
TXN_2693584,Batata,,10.0,30.0,,,2023-10-28
TXN_4778105,Suco,4,9.0,36.0,Pix,NoLocal,2023-10-08
TXN_7804488,Batata,2,10.0,20.0,Pix,,2023-11-28
TXN_4674667,PastelDoce,2,12.0,24.0,,Viagem,2023-05-24
